Temperature_LivingRoom,Humidity_LivingRoom,Temperature_Kitchen,Humidity_Kitchen,Temperature_Bedroom,Humidity_Bedroom,Outdoor_Temperature,Outdoor_Humidity,Windspeed,Light_Intensity,Energy_Consumption,Timestamp
22.0,9.94,28.52,1.16,71.55,14.61,72.36,23.45,99.21,53.18,262.42,2004-09-19 05:00:00
4.13,77.27,41.01,60.73,95.12,51.73,80.44,30.28,71.45,9.93,378.91,2004-09-19 06:00:00
89.33,19.97,30.19,95.82,15.52,25.44,58.02,98.07,69.14,11.42,301.61,2004-09-19 07:00:00
74.81,42.62,99.23,62.87,53.2,55.73,64.16,73.18,7.83,13.07,354.73,2004-09-19 08:00:00
30.05,47.8,31.11,21.38,92.5,3.26,93.87,90.72,68.38,3.25,302.84,2004-09-19 09:00:00
22.54,97.91,90.6,96.46,99.61,6.39,57.09,83.41,31.97,43.56,437.25,2004-09-19 10:00:00
28.37,3.81,7.27,2.14,52.72,61.84,30.77,82.61,88.8,13.97,224.27,2004-09-19 11:00:00
5.19,31.94,71.3,50.74,48.81,15.24,35.15,95.89,34.06,59.14,300.69,2004-09-19 12:00:00
5.83,6.39,42.43,60.41,37.23,17.9,73.6,14.0,66.8,95.67,289.13,2004-09-19 13:00:00
47.05,20.04,84.2,50.55,92.32,72.06,43.06,61.74,17.0,38.72,352.37,2004-09-19 14:00:00
59.39,59.0,58.72,74.35,10.57,7.37,14.8,79.24,6.49,22.52,212.46,2004-09-19 15:00:00
25.48,64.73,40.16,19.9,44.95,68.55,78.61,12.39,71.47,0.45,275.9,2004-09-19 16:00:00
72.43,66.1,46.87,13.69,76.45,7.18,89.56,77.35,74.1,75.44,345.75,2004-09-19 17:00:00
6.76,98.99,85.86,50.79,71.94,73.93,82.98,25.54,37.21,79.97,457.02,2004-09-19 18:00:00
76.9,52.26,39.62,96.84,41.5,76.4,41.26,30.98,64.1,80.76,374.1,2004-09-19 19:00:00
98.14,14.89,87.61,52.41,10.77,79.44,33.15,86.82,15.78,71.11,325.06,2004-09-19 20:00:00
30.08,25.73,5.03,48.19,39.15,6.17,22.66,48.73,80.83,92.94,234.03,2004-09-19 21:00:00
51.53,40.33,95.48,96.29,19.04,53.15,82.09,82.23,68.5,47.15,431.65,2004-09-19 22:00:00
40.37,80.64,22.57,42.84,56.69,83.18,37.39,54.87,27.92,83.69,356.26,2004-09-19 23:00:00
78.55,82.01,5.75,48.69,13.58,67.38,31.14,77.46,6.52,51.33,274.45,2004-09-20 00:00:00
12.37,55.79,60.74,46.21,27.96,3.23,66.21,87.04,73.36,89.3,315.04,2004-09-20 01:00:00
92.95,44.95,69.8,39.74,91.95,56.3,75.25,1.45,57.55,74.2,377.5,2004-09-20 02:00:00
25.7,1.44,74.36,33.81,42.88,56.21,11.03,10.36,96.09,33.89,240.96,2004-09-20 03:00:00
25.55,4.77,17.39,43.09,34.21,42.46,70.39,64.18,49.32,81.48,285.0,2004-09-20 04:00:00
85.73,59.08,11.76,40.62,63.45,6.29,1.99,94.83,73.01,15.31,235.78,2004-09-20 05:00:00
44.51,19.36,1.03,39.17,64.84,95.41,76.98,23.01,33.62,52.06,323.08,2004-09-20 06:00:00
19.13,83.29,16.8,29.0,57.76,12.32,62.46,94.42,69.15,81.28,324.62,2004-09-20 07:00:00
43.85,36.53,32.86,66.05,51.85,47.23,10.07,67.34,72.54,19.62,292.65,2004-09-20 08:00:00
75.97,87.94,17.46,45.2,87.62,48.73,81.53,21.58,6.39,5.95,327.18,2004-09-20 09:00:00
97.24,16.47,86.49,31.57,4.01,24.1,50.55,10.68,92.22,89.99,277.97,2004-09-20 10:00:00
14.91,73.71,46.07,98.21,5.54,47.1,28.55,72.64,11.11,62.81,281.83,2004-09-20 11:00:00
94.81,45.39,45.42,49.57,41.57,44.75,46.32,99.81,11.64,28.53,305.78,2004-09-20 12:00:00
21.08,54.42,0.28,92.11,53.11,89.61,34.5,14.99,19.23,47.07,307.82,2004-09-20 13:00:00
4.03,78.18,79.06,70.2,89.63,54.95,47.93,52.92,18.2,51.23,401.45,2004-09-20 14:00:00
54.18,76.46,34.79,9.22,59.75,78.8,96.96,9.03,74.64,59.58,359.06,2004-09-20 15:00:00
1.53,71.82,2.62,78.53,72.13,68.79,12.0,91.9,89.89,90.03,378.26,2004-09-20 16:00:00
36.04,49.22,11.49,5.11,5.88,56.88,32.14,57.96,59.27,90.71,234.72,2004-09-20 17:00:00
88.23,71.86,81.85,0.32,1.55,45.86,65.37,79.41,44.73,94.02,306.53,2004-09-20 18:00:00
81.5,10.28,44.02,99.49,40.99,38.63,29.41,48.65,72.99,4.75,271.03,2004-09-20 19:00:00
83.57,91.76,78.11,91.56,9.49,45.01,7.1,83.68,95.25,29.78,338.89,2004-09-20 20:00:00
53.54,29.77,37.89,47.66,79.08,14.7,15.71,20.19,5.32,64.35,219.18,2004-09-20 21:00:00
18.99,43.75,68.56,44.89,90.6,76.92,27.3,13.04,89.44,39.69,352.14,2004-09-20 22:00:00
38.25,81.0,0.94,45.11,71.43,84.87,88.52,46.57,84.77,3.58,377.78,2004-09-20 23:00:00
30.54,1.05,16.55,72.47,0.44,52.31,41.4,12.29,68.56,69.31,244.94,2004-09-21 00:00:00
72.63,76.53,31.5,99.41,7.3,64.77,97.08,22.43,27.81,57.6,374.19,2004-09-21 01:00:00
78.13,32.89,83.68,24.1,87.44,25.3,61.74,35.78,32.18,35.4,314.16,2004-09-21 02:00:00
49.92,84.5,75.93,44.93,28.22,85.43,87.02,45.37,69.58,36.93,420.61,2004-09-21 03:00:00
14.91,32.15,68.21,76.94,85.17,1.77,48.64,27.39,68.4,24.53,339.68,2004-09-21 04:00:00
56.63,71.2,77.01,26.95,8.78,21.87,59.91,4.04,15.89,99.55,277.05,2004-09-21 05:00:00
38.23,49.65,1.1,59.19,32.53,53.02,52.61,96.75,26.83,57.04,278.58,2004-09-21 06:00:00
38.16,42.2,5.56,68.85,19.53,46.85,43.43,46.81,37.55,24.24,240.48,2004-09-21 07:00:00
44.87,4.62,24.23,78.48,84.28,71.53,63.26,81.13,12.78,52.53,355.97,2004-09-21 08:00:00
11.63,77.79,52.06,81.0,79.91,46.62,49.69,2.83,52.35,67.75,357.79,2004-09-21 09:00:00
23.37,98.65,97.48,28.28,71.3,3.0,66.58,62.4,82.22,30.44,375.7,2004-09-21 10:00:00
87.8,85.8,66.96,47.23,61.84,73.0,97.53,12.17,31.31,78.07,420.99,2004-09-21 11:00:00
40.92,67.25,13.31,70.92,67.41,58.58,76.52,88.01,82.93,12.76,391.15,2004-09-21 12:00:00
74.44,44.98,33.39,87.96,55.96,50.12,78.46,55.33,85.8,10.29,369.81,2004-09-21 13:00:00
77.61,16.38,22.52,17.95,23.84,73.18,65.53,22.98,27.02,9.93,230.79,2004-09-21 14:00:00
41.44,37.86,14.58,83.46,85.26,10.9,26.64,73.61,87.0,7.17,296.57,2004-09-21 15:00:00
90.24,6.16,63.38,2.21,92.83,35.37,64.88,18.46,32.13,74.73,294.22,2004-09-21 16:00:00
97.3,99.21,80.97,84.72,96.94,4.03,17.02,5.27,50.12,95.85,359.11,2004-09-21 17:00:00
58.24,55.54,82.67,92.89,69.86,89.54,17.52,50.34,36.46,33.25,392.36,2004-09-21 18:00:00
21.43,89.4,45.04,53.03,27.63,96.29,61.12,0.07,26.79,99.93,355.82,2004-09-21 19:00:00
97.48,54.46,56.41,90.16,70.86,93.22,47.91,97.59,53.95,64.48,441.31,2004-09-21 20:00:00
8.26,61.16,76.78,43.93,50.24,39.33,96.9,47.66,12.62,2.89,346.7,2004-09-21 21:00:00
77.25,54.77,0.28,38.25,91.4,94.78,5.36,12.34,0.49,86.87,284.5,2004-09-21 22:00:00
7.09,10.79,22.76,91.72,68.82,61.69,78.47,69.33,74.59,7.37,363.74,2004-09-21 23:00:00
58.98,75.32,56.57,1.18,21.11,96.29,70.47,68.85,66.03,12.78,320.53,2004-09-22 00:00:00
0.41,44.07,44.43,81.18,18.16,27.51,7.82,39.99,25.6,26.29,222.61,2004-09-22 01:00:00
25.41,23.15,31.98,53.67,43.77,6.34,42.59,84.63,10.07,94.44,245.27,2004-09-22 02:00:00
30.86,1.45,25.32,6.97,56.64,31.63,80.69,73.26,46.86,56.06,262.75,2004-09-22 03:00:00
60.88,27.07,13.94,37.65,9.49,31.49,55.26,54.01,12.06,0.83,191.93,2004-09-22 04:00:00
8.89,3.62,40.05,38.98,24.16,21.54,39.64,8.66,21.43,40.57,181.73,2004-09-22 05:00:00
9.48,84.08,67.6,38.31,15.04,19.42,12.01,16.01,42.25,24.57,215.41,2004-09-22 06:00:00
88.46,96.09,69.14,80.88,25.51,66.5,5.8,96.02,67.02,31.69,361.79,2004-09-22 07:00:00
77.3,1.58,37.62,89.57,26.32,66.79,36.01,39.24,74.59,91.02,332.86,2004-09-22 08:00:00
16.67,27.69,48.78,61.38,46.78,80.55,76.81,40.52,4.06,19.45,325.08,2004-09-22 09:00:00
48.7,92.75,56.76,53.04,72.4,15.23,14.69,34.54,99.49,87.59,343.21,2004-09-22 10:00:00
68.01,39.12,55.47,30.36,67.43,41.88,12.02,21.51,60.87,69.46,265.26,2004-09-22 11:00:00
9.6,80.83,82.43,72.31,68.36,23.19,91.96,26.86,18.25,63.85,383.67,2004-09-22 12:00:00
36.41,93.3,46.02,16.37,95.75,51.54,51.86,38.58,83.6,28.76,352.86,2004-09-22 13:00:00
1.37,49.73,92.59,27.33,26.63,73.81,77.55,43.56,83.36,17.19,350.48,2004-09-22 14:00:00
36.7,40.43,31.28,21.77,33.81,1.8,70.34,68.4,45.02,32.29,237.42,2004-09-22 15:00:00
43.41,93.65,60.36,73.14,22.95,9.48,8.32,47.2,71.67,77.41,301.94,2004-09-22 16:00:00
72.04,91.28,5.2,85.53,66.07,17.55,68.24,51.18,35.9,24.8,322.85,2004-09-22 17:00:00
46.42,23.91,8.28,84.61,59.28,36.37,44.67,86.48,31.98,38.02,294.61,2004-09-22 18:00:00
76.61,20.05,65.93,43.43,50.02,78.69,99.31,83.15,16.05,22.46,382.42,2004-09-22 19:00:00
40.99,71.92,50.94,90.18,4.87,25.85,21.93,74.42,46.48,1.5,257.63,2004-09-22 20:00:00
77.34,36.18,26.05,18.27,94.6,94.2,7.66,23.28,64.61,67.04,311.57,2004-09-22 21:00:00
41.77,56.85,70.26,95.05,72.51,11.03,71.78,6.77,50.25,52.69,374.37,2004-09-22 22:00:00
77.83,1.16,87.48,66.39,3.12,16.0,3.95,76.59,17.09,4.56,178.55,2004-09-22 23:00:00
13.8,55.96,49.55,24.63,94.29,85.48,31.45,47.46,51.68,75.62,372.41,2004-09-23 00:00:00
42.79,54.65,41.26,76.28,55.59,82.78,5.37,90.43,81.94,81.85,380.46,2004-09-23 01:00:00
14.03,26.35,98.03,95.03,22.65,43.29,15.59,26.26,18.47,8.09,257.77,2004-09-23 02:00:00
57.95,24.08,99.22,51.54,35.91,91.32,62.07,12.71,49.78,44.11,382.76,2004-09-23 03:00:00
76.51,69.38,37.08,46.95,51.88,42.25,10.77,90.54,67.26,46.97,314.67,2004-09-23 04:00:00
56.96,21.32,53.06,74.6,53.37,48.07,46.24,76.16,75.33,75.01,369.08,2004-09-23 05:00:00
24.62,61.79,77.89,56.19,77.9,85.44,17.39,30.63,60.13,28.97,369.24,2004-09-23 06:00:00
94.14,19.41,35.69,99.43,18.92,44.88,31.38,80.98,30.41,16.14,267.28,2004-09-23 07:00:00
93.31,31.74,74.17,29.06,17.86,80.24,5.56,33.2,78.01,51.21,285.45,2004-09-23 08:00:00
68.96,6.68,74.98,17.19,80.87,56.42,73.92,21.28,39.54,80.21,363.85,2004-09-23 09:00:00
91.08,22.66,79.34,10.86,42.57,93.87,94.51,29.67,19.29,14.95,344.03,2004-09-23 10:00:00
48.09,9.21,35.69,1.7,25.94,90.03,44.7,7.37,64.68,95.56,274.06,2004-09-23 11:00:00
46.34,62.43,91.94,41.91,66.46,44.07,96.21,50.38,88.57,50.72,419.58,2004-09-23 12:00:00
66.84,38.61,91.76,64.69,1.99,1.56,67.62,11.43,71.62,32.2,272.25,2004-09-23 13:00:00
53.89,17.44,24.62,43.69,66.55,15.57,28.13,20.7,86.27,64.8,246.01,2004-09-23 14:00:00
46.85,94.69,73.58,93.22,59.76,13.81,67.54,20.15,34.6,50.96,373.9,2004-09-23 15:00:00
15.74,2.08,32.71,82.43,1.54,10.94,80.69,30.59,93.82,38.02,276.75,2004-09-23 16:00:00
79.67,25.88,6.18,88.16,92.73,70.81,77.01,0.71,75.38,47.22,385.61,2004-09-23 17:00:00
45.28,54.01,27.12,69.63,29.56,55.86,13.69,67.51,18.96,17.04,241.25,2004-09-23 18:00:00
2.43,12.18,23.26,22.23,32.77,5.44,93.52,11.92,70.2,53.51,230.94,2004-09-23 19:00:00
55.28,10.55,24.32,77.99,46.37,45.71,54.59,43.38,80.61,74.87,314.48,2004-09-23 20:00:00
31.7,81.21,51.86,62.77,86.62,47.6,75.63,62.81,42.67,78.9,429.29,2004-09-23 21:00:00
10.52,58.12,4.64,15.62,59.89,30.76,26.25,95.58,36.59,56.47,256.5,2004-09-23 22:00:00
53.42,6.2,67.43,51.29,38.14,6.6,29.3,88.41,17.37,21.93,228.38,2004-09-23 23:00:00
20.53,89.08,70.0,88.18,91.37,92.8,48.57,47.62,82.89,33.19,471.23,2004-09-24 00:00:00
2.22,33.15,71.64,12.36,78.48,81.55,10.09,9.78,19.88,35.64,263.22,2004-09-24 01:00:00
53.27,48.55,85.32,14.22,69.76,54.89,73.68,34.19,47.14,2.86,330.13,2004-09-24 02:00:00
11.61,37.5,48.13,8.57,82.5,94.61,59.64,5.34,73.88,21.72,343.3,2004-09-24 03:00:00
73.37,43.43,5.34,27.87,42.7,73.63,13.31,28.7,8.35,61.58,222.13,2004-09-24 04:00:00
47.43,92.9,74.06,77.79,16.44,26.66,51.31,1.35,87.01,77.77,345.62,2004-09-24 05:00:00
5.79,84.9,0.45,11.42,5.54,47.92,78.4,17.85,77.15,18.49,239.26,2004-09-24 06:00:00
99.05,85.35,73.72,59.17,24.25,11.93,46.03,40.27,67.45,17.01,303.53,2004-09-24 07:00:00
56.21,69.34,29.9,78.0,43.18,16.26,19.48,27.89,15.81,56.29,249.68,2004-09-24 08:00:00
94.91,89.61,32.38,86.47,95.4,29.42,90.53,99.74,79.77,39.02,433.67,2004-09-24 09:00:00
60.85,36.42,99.6,6.79,89.31,7.45,4.22,93.99,86.73,36.16,291.96,2004-09-24 10:00:00
95.75,86.19,90.2,59.51,95.83,80.96,94.0,28.15,53.21,86.77,513.96,2004-09-24 11:00:00
57.97,80.11,97.31,80.46,31.54,11.87,27.27,66.28,1.09,18.97,282.5,2004-09-24 12:00:00
32.69,87.52,5.1,4.99,55.18,17.78,24.22,18.42,58.16,5.55,179.11,2004-09-24 13:00:00
94.0,12.31,95.16,77.81,82.8,17.28,66.96,81.71,55.8,55.11,404.83,2004-09-24 14:00:00
15.94,41.42,15.05,97.29,68.49,4.84,47.68,63.8,9.56,66.5,308.48,2004-09-24 15:00:00
17.73,40.79,62.56,36.51,38.09,84.36,30.93,65.52,84.92,15.26,333.83,2004-09-24 16:00:00
4.59,82.55,55.11,82.77,21.3,83.26,9.53,88.32,82.25,56.73,367.89,2004-09-24 17:00:00
60.83,34.58,20.16,45.54,65.75,99.85,81.73,43.43,74.32,10.8,371.5,2004-09-24 18:00:00
41.5,42.49,99.88,39.1,8.33,6.72,69.84,28.91,86.89,48.29,316.15,2004-09-24 19:00:00
33.04,75.91,41.75,73.74,71.41,72.32,85.71,84.84,66.46,95.7,452.35,2004-09-24 20:00:00
2.07,93.04,14.83,21.16,81.74,40.04,42.53,26.12,22.44,10.62,267.85,2004-09-24 21:00:00
19.68,56.67,70.66,73.88,37.01,92.2,32.87,11.11,94.52,54.07,391.42,2004-09-24 22:00:00
97.14,39.37,75.74,10.99,85.41,17.07,6.87,9.78,55.74,29.19,244.67,2004-09-24 23:00:00
96.1,85.27,80.33,80.96,89.07,86.52,92.82,93.44,29.83,21.96,488.02,2004-09-25 00:00:00
64.31,12.33,21.11,77.3,64.93,65.09,95.06,66.76,43.08,28.03,367.61,2004-09-25 01:00:00
33.86,27.78,3.5,26.16,83.54,72.82,62.18,90.22,26.41,57.77,340.87,2004-09-25 02:00:00
3.13,89.2,44.77,17.79,23.93,84.82,10.88,92.52,37.35,25.11,289.28,2004-09-25 03:00:00
33.19,40.9,54.81,58.68,44.78,44.64,28.53,38.38,46.71,59.76,291.14,2004-09-25 04:00:00
13.07,76.4,68.06,29.88,45.93,94.69,2.05,81.14,51.17,61.88,362.52,2004-09-25 05:00:00
68.45,45.6,19.19,90.96,74.02,55.96,44.85,49.93,82.35,1.25,338.3,2004-09-25 06:00:00
86.53,4.68,61.59,33.31,67.82,8.55,55.62,85.52,49.46,8.43,260.39,2004-09-25 07:00:00
3.74,62.12,6.95,7.13,42.54,20.95,20.42,48.1,28.08,21.93,175.36,2004-09-25 08:00:00
51.44,29.09,8.02,68.27,58.56,21.21,58.22,95.56,95.65,53.19,315.97,2004-09-25 09:00:00
9.8,45.82,2.7,41.52,90.94,46.74,55.05,15.8,1.57,99.34,275.27,2004-09-25 10:00:00
33.83,27.93,57.13,74.53,25.14,52.41,33.26,48.1,16.13,51.01,276.51,2004-09-25 11:00:00
4.73,84.0,62.77,94.15,59.97,18.22,48.41,66.47,37.42,55.26,360.16,2004-09-25 12:00:00
16.27,77.71,90.95,31.49,79.33,9.19,24.67,46.19,38.64,61.96,325.94,2004-09-25 13:00:00
56.3,8.73,13.17,5.17,95.26,64.53,85.56,54.13,19.38,62.66,306.54,2004-09-25 14:00:00
50.53,40.82,37.18,65.01,61.78,15.16,81.62,63.61,53.58,74.89,356.48,2004-09-25 15:00:00
15.37,91.97,27.06,26.28,81.49,33.4,83.07,32.8,55.07,23.08,334.85,2004-09-25 16:00:00
73.15,16.69,89.94,37.16,47.16,2.4,97.58,81.32,44.7,92.03,340.9,2004-09-25 17:00:00
93.11,53.31,23.39,48.71,32.48,44.8,91.14,28.18,83.9,93.53,344.58,2004-09-25 18:00:00
80.51,52.73,56.4,81.96,4.45,73.59,52.89,39.71,76.69,26.62,349.6,2004-09-25 19:00:00
89.55,68.85,61.02,52.31,21.28,61.69,72.49,1.17,36.64,83.25,341.01,2004-09-25 20:00:00
63.22,61.53,22.86,63.21,78.62,40.18,18.21,7.73,50.57,68.39,287.07,2004-09-25 21:00:00
16.26,42.14,56.86,15.59,26.99,60.84,72.5,63.6,71.36,58.15,323.55,2004-09-25 22:00:00
83.58,82.67,79.62,57.55,99.41,3.91,19.57,80.89,82.63,81.88,392.86,2004-09-25 23:00:00
87.27,42.26,93.18,20.92,93.69,55.67,16.39,73.61,29.59,22.05,322.66,2004-09-26 00:00:00
17.21,2.94,76.47,48.65,97.87,43.93,84.34,96.81,2.25,10.53,356.27,2004-09-26 01:00:00
34.79,87.01,83.8,36.67,19.99,80.23,59.69,3.16,80.42,95.7,394.02,2004-09-26 02:00:00
4.21,28.59,81.95,58.46,98.94,91.55,17.83,67.4,65.33,11.09,367.05,2004-09-26 03:00:00
8.95,56.94,40.3,54.54,23.88,55.67,38.34,88.75,30.61,87.08,324.04,2004-09-26 04:00:00
39.0,57.82,28.64,80.91,84.36,80.91,63.98,30.48,63.65,95.95,423.82,2004-09-26 05:00:00
64.84,95.64,30.46,84.6,71.85,81.92,71.08,48.04,68.66,93.21,478.07,2004-09-26 06:00:00
41.75,95.17,4.94,1.42,49.38,84.85,24.78,69.34,54.69,29.08,285.92,2004-09-26 07:00:00
28.58,7.33,53.62,45.01,28.94,97.04,81.85,52.5,52.17,19.36,344.84,2004-09-26 08:00:00
64.91,95.36,89.83,8.48,5.31,96.12,19.99,55.04,7.47,84.33,326.22,2004-09-26 09:00:00
11.79,64.38,5.66,15.67,51.21,4.57,19.56,13.62,4.06,97.1,161.12,2004-09-26 10:00:00
45.02,85.89,35.82,4.26,69.57,3.88,55.28,13.91,67.08,89.27,284.32,2004-09-26 11:00:00
95.58,52.78,53.27,3.83,76.99,95.62,43.82,79.37,79.75,78.57,394.78,2004-09-26 12:00:00
75.87,21.51,75.14,14.44,71.25,0.35,91.88,82.74,68.3,9.45,307.56,2004-09-26 13:00:00
82.5,87.52,68.8,97.59,9.29,70.86,52.48,14.56,65.84,79.95,394.78,2004-09-26 14:00:00
16.47,79.35,9.3,59.14,79.85,14.6,57.15,42.49,60.73,42.42,300.36,2004-09-26 15:00:00
25.09,25.38,86.47,15.65,12.31,9.71,7.42,1.45,16.04,19.27,140.97,2004-09-26 16:00:00
26.97,12.4,9.42,54.15,71.87,63.02,55.67,44.06,63.4,90.19,331.4,2004-09-26 17:00:00
62.74,6.09,57.04,52.42,45.2,56.88,67.26,3.73,48.02,81.72,326.43,2004-09-26 18:00:00
53.08,6.79,77.51,94.13,85.18,36.26,53.48,59.13,71.58,66.61,397.02,2004-09-26 19:00:00
19.91,84.3,84.92,40.44,13.09,60.86,35.73,74.14,31.57,26.3,316.84,2004-09-26 20:00:00
86.77,61.58,8.6,68.94,75.27,23.52,96.77,37.29,94.06,29.36,373.67,2004-09-26 21:00:00
60.92,51.76,99.22,40.84,17.93,83.32,4.2,88.5,11.06,57.2,322.31,2004-09-26 22:00:00
71.34,33.63,84.47,59.37,39.52,32.54,11.2,64.04,36.4,32.06,267.89,2004-09-26 23:00:00
94.99,27.28,87.66,97.49,82.27,1.95,86.86,21.34,35.33,99.16,396.69,2004-09-27 00:00:00
40.5,65.48,31.07,36.94,59.76,94.83,28.25,24.74,2.63,20.21,267.9,2004-09-27 01:00:00
26.24,6.29,56.36,12.68,51.11,18.9,93.57,30.71,9.29,83.62,286.39,2004-09-27 02:00:00
40.2,82.01,31.25,50.0,44.54,55.79,40.17,49.68,67.93,41.47,317.59,2004-09-27 03:00:00
68.44,71.43,74.89,47.09,0.38,75.35,90.91,65.26,52.45,55.96,379.3,2004-09-27 04:00:00
64.08,99.85,6.21,2.12,96.42,44.05,61.24,75.34,74.21,64.72,349.62,2004-09-27 05:00:00
47.19,57.61,72.96,85.08,12.73,27.8,39.76,66.55,39.57,23.89,303.83,2004-09-27 06:00:00
3.31,84.25,41.89,32.92,53.08,12.29,39.74,75.18,73.61,77.19,312.08,2004-09-27 07:00:00
46.74,36.89,83.14,17.33,72.51,88.79,28.62,19.78,51.25,21.64,311.98,2004-09-27 08:00:00
87.08,24.44,31.4,88.84,20.56,88.48,20.98,91.18,31.76,24.62,289.17,2004-09-27 09:00:00
47.72,36.92,20.17,33.84,71.32,83.19,82.08,75.68,0.54,42.66,356.22,2004-09-27 10:00:00
16.9,7.35,73.59,79.35,81.46,89.03,59.0,99.81,48.37,88.35,440.57,2004-09-27 11:00:00
11.29,14.89,59.03,12.41,7.53,19.61,78.75,92.75,33.35,97.48,269.52,2004-09-27 12:00:00
80.96,22.61,58.61,98.18,84.88,36.34,30.63,81.93,54.92,16.34,352.48,2004-09-27 13:00:00
32.78,66.18,15.32,69.87,70.99,27.07,39.8,93.55,74.92,78.78,335.35,2004-09-27 14:00:00
51.63,21.31,59.13,77.21,0.39,11.38,47.43,43.72,98.23,9.22,245.52,2004-09-27 15:00:00
32.37,81.51,61.24,56.16,74.12,4.0,94.75,19.13,8.18,33.9,321.89,2004-09-27 16:00:00
70.24,23.15,4.99,5.74,25.66,13.53,37.24,17.31,34.43,44.45,155.95,2004-09-27 17:00:00
74.25,22.74,47.51,81.54,98.64,55.73,43.23,63.15,48.63,16.48,358.73,2004-09-27 18:00:00
45.94,97.91,64.04,28.34,94.71,38.86,39.01,61.66,56.9,29.04,357.55,2004-09-27 19:00:00
46.71,33.25,73.78,12.25,75.03,16.12,30.6,33.33,99.04,58.98,284.82,2004-09-27 20:00:00
77.76,55.54,98.32,17.74,60.49,79.74,62.86,89.69,60.07,82.64,454.36,2004-09-27 21:00:00
17.58,26.21,44.41,85.16,42.66,62.75,39.58,80.57,20.03,59.38,319.02,2004-09-27 22:00:00
57.79,40.32,70.51,2.85,84.15,34.8,79.3,30.51,18.79,38.95,297.62,2004-09-27 23:00:00
79.74,70.35,40.1,93.79,40.88,35.08,14.47,7.03,34.99,9.2,253.17,2004-09-28 00:00:00
46.26,86.0,47.61,48.06,25.34,16.63,22.23,56.8,59.18,22.02,246.43,2004-09-28 01:00:00
39.89,56.87,76.05,31.98,27.14,73.05,51.38,85.67,21.1,77.09,348.81,2004-09-28 02:00:00
16.2,58.48,28.36,10.11,61.68,50.68,48.6,59.25,37.24,67.02,300.5,2004-09-28 03:00:00
13.08,71.5,57.98,48.65,12.77,27.83,29.53,23.38,95.42,91.56,314.56,2004-09-28 04:00:00
54.61,20.57,91.11,74.94,3.88,49.07,60.49,6.65,4.98,46.35,300.64,2004-09-28 05:00:00
0.2,4.68,16.51,91.0,76.63,45.04,47.92,68.6,47.44,6.39,276.25,2004-09-28 06:00:00
73.87,5.77,48.61,86.17,11.74,70.66,4.63,99.31,68.21,96.9,320.73,2004-09-28 07:00:00
66.82,24.23,92.64,62.67,57.59,42.91,28.46,53.01,36.61,85.4,344.31,2004-09-28 08:00:00
2.88,53.01,83.66,2.76,28.23,5.15,59.5,31.67,95.97,61.63,279.23,2004-09-28 09:00:00
56.18,91.72,22.36,56.22,54.28,8.21,93.21,70.02,88.81,98.25,390.1,2004-09-28 10:00:00
47.97,80.37,57.76,97.71,24.72,1.38,18.59,12.8,43.7,7.74,255.07,2004-09-28 11:00:00
22.02,9.63,48.68,26.68,47.1,8.89,51.69,13.01,9.93,31.0,190.62,2004-09-28 12:00:00
87.44,78.85,95.91,46.02,31.24,97.09,38.18,0.91,82.01,16.92,364.63,2004-09-28 13:00:00
71.79,1.51,11.1,48.36,6.79,88.86,74.99,32.82,59.75,71.55,298.61,2004-09-28 14:00:00
75.54,39.57,89.88,94.18,19.57,91.12,71.27,88.81,42.48,66.12,411.85,2004-09-28 15:00:00
23.54,75.11,58.17,48.09,69.27,55.23,76.54,85.84,80.06,30.75,418.61,2004-09-28 16:00:00
97.61,64.97,32.35,4.26,98.81,59.9,22.75,49.11,39.75,95.14,320.62,2004-09-28 17:00:00
49.27,48.47,79.46,39.09,19.65,76.84,91.01,4.57,85.99,43.79,383.34,2004-09-28 18:00:00
28.91,3.92,20.55,33.29,7.07,18.88,73.68,68.69,76.98,16.53,219.25,2004-09-28 19:00:00
4.3,46.86,34.28,77.67,53.88,93.12,6.12,36.37,40.52,12.59,297.48,2004-09-28 20:00:00
58.3,4.02,71.27,3.74,87.35,6.5,45.63,15.54,13.31,72.12,246.66,2004-09-28 21:00:00
77.43,73.92,40.4,99.08,34.0,24.53,99.65,97.73,59.18,20.9,396.44,2004-09-28 22:00:00
23.85,52.09,77.61,7.75,68.77,10.31,84.41,53.21,98.97,75.3,354.21,2004-09-28 23:00:00
49.72,14.12,54.24,11.44,90.52,23.01,86.54,30.39,22.19,30.42,283.9,2004-09-29 00:00:00
70.76,52.52,10.75,13.71,37.85,33.85,85.17,57.23,18.67,2.83,238.91,2004-09-29 01:00:00
10.24,70.04,84.71,78.25,78.99,26.1,98.91,8.64,82.11,9.68,415.5,2004-09-29 02:00:00
26.75,49.54,5.33,39.42,35.01,64.72,71.8,9.05,3.81,77.59,269.3,2004-09-29 03:00:00
52.8,53.46,98.07,43.77,19.62,68.06,81.57,50.24,69.18,51.39,383.84,2004-09-29 04:00:00
40.74,3.43,17.37,47.98,39.65,84.29,10.84,5.01,8.71,67.81,245.63,2004-09-29 05:00:00
59.45,63.22,15.69,51.64,76.77,68.39,43.87,10.35,87.07,52.62,335.85,2004-09-29 06:00:00
88.97,43.87,23.7,30.74,41.81,61.42,76.89,24.26,18.77,20.27,273.94,2004-09-29 07:00:00
